lemma	total_freq	origin	has_anchor
peculiar	5	common_gap	yes
peddle	5	common_gap	yes
pistol	5	common_gap	yes
pitcher	5	common_gap	yes
pitchfork	5	common_gap	yes
preschool	5	common_gap	no
prickly	5	common_gap	yes
radish	5	common_gap	yes
rail	5	common_gap	yes
raindrop	5	common_gap	yes
reunite	5	common_gap	yes
roast	5	common_gap	yes
salty	5	common_gap	yes
sandpit	5	common_gap	no
scoot	5	common_gap	no
seashell	5	common_gap	no
shave	5	common_gap	yes
shimmer	5	common_gap	yes
smiley	5	common_gap	yes
sneaky	5	common_gap	no
sniffle	5	common_gap	no
snowball	5	common_gap	yes
squint	5	common_gap	yes
squirt	5	common_gap	yes
squish	5	common_gap	no
streamer	5	common_gap	yes
syrup	5	common_gap	yes
tingle	5	common_gap	yes
townspeople	5	common_gap	no
twisty	5	common_gap	yes
unfamiliar	5	common_gap	no
untangle	5	common_gap	no
wetter	5	common_gap	no
workman	5	common_gap	yes
angrily	4	common_gap	yes
apologise	4	common_gap	no
astonish	4	common_gap	yes
bakery	4	common_gap	yes
belonging	4	common_gap	yes
bleed	4	common_gap	yes
bog	4	common_gap	yes
bookmark	4	common_gap	yes
braver	4	common_gap	no
bubbly	4	common_gap	yes
bud	4	common_gap	yes
builder	4	common_gap	yes
bushy	4	common_gap	yes
caution	4	common_gap	yes
chatter	4	common_gap	yes
cheetah	4	common_gap	yes
chilly	4	common_gap	yes
clover	4	common_gap	yes
clutch	4	common_gap	yes
compass	4	common_gap	yes
compliment	4	common_gap	yes
confusion	4	common_gap	yes
cord	4	common_gap	yes
cosy	4	common_gap	no
cowboy	4	common_gap	yes
crunch	4	common_gap	yes
disappointment	4	common_gap	yes
dodge	4	common_gap	no
dreammaker	4	common_gap	no
embarrassment	4	common_gap	yes
energetic	4	common_gap	yes
flop	4	common_gap	yes
foal	4	common_gap	yes
fondly	4	common_gap	yes
foreshadow	4	common_gap	yes
gator	4	common_gap	no
gesture	4	common_gap	yes
gladly	4	common_gap	no
grumble	4	common_gap	yes
guardian	4	reclaimed	yes
handkerchief	4	common_gap	yes
hatch	4	common_gap	yes
hedgehog	4	common_gap	yes
hideout	4	common_gap	no
hind	4	common_gap	yes
hip	4	common_gap	yes
hungrily	4	common_gap	no
icicle	4	common_gap	yes
juggle	4	common_gap	yes
kit	4	common_gap	yes
leap	4	common_gap	yes
maid	4	common_gap	yes
mesmerize	4	common_gap	no
miracle	4	common_gap	yes
mischievous	4	common_gap	yes
overcome	4	common_gap	yes
overhead	4	common_gap	yes
peak	4	common_gap	yes
peep	4	common_gap	yes
pepperoni	4	common_gap	no
playroom	4	common_gap	yes
plop	4	common_gap	no
plug	4	common_gap	yes
pod	4	common_gap	yes
polar	4	common_gap	yes
pro	4	common_gap	no
quieter	4	common_gap	no
raincoat	4	common_gap	yes
rejoice	4	common_gap	yes
roam	4	common_gap	yes
robber	4	common_gap	yes
rooster	4	common_gap	yes
ruffle	4	common_gap	yes
scramble	4	common_gap	yes
scribble	4	common_gap	yes
seatbelt	4	common_gap	no
slither	4	common_gap	no
smash	4	common_gap	yes
snooze	4	common_gap	no
sob	4	common_gap	yes
soften	4	common_gap	yes
sprout	4	common_gap	yes
squawk	4	common_gap	yes
squishy	4	common_gap	no
stalk	4	common_gap	yes
stern	4	common_gap	yes
stormy	4	common_gap	yes
strum	4	common_gap	yes
sunscreen	4	common_gap	no
swimsuit	4	common_gap	yes
tablecloth	4	common_gap	yes
tempt	4	common_gap	yes
thud	4	common_gap	no
tidying	4	common_gap	no
timer	4	common_gap	yes
toss	4	common_gap	yes
trot	4	common_gap	yes
twitch	4	reclaimed	yes
underwater	4	common_gap	yes
unkind	4	common_gap	yes
unload	4	common_gap	yes
unripe	4	common_gap	yes
vanilla	4	common_gap	yes
veggie	4	common_gap	no
vessel	4	common_gap	yes
vibrant	4	common_gap	yes
wad	4	common_gap	yes
wanna	4	common_gap	no
wax	4	common_gap	yes
whiz	4	common_gap	yes
wrist	4	common_gap	yes
abc	3	reclaimed	yes
abracadabra	3	reclaimed	yes
ache	3	common_gap	yes
alongside	3	common_gap	yes
aloud	3	common_gap	yes
aroma	3	common_gap	yes
attendant	3	common_gap	yes
awoken	3	common_gap	no
balanced	3	common_gap	yes
bamboo	3	common_gap	yes
bellow	3	common_gap	yes
blade	3	common_gap	yes
blast	3	common_gap	yes
bluebird	3	common_gap	no
bookshelf	3	common_gap	yes
boost	3	common_gap	yes
booth	3	common_gap	yes
bridle	3	common_gap	yes
brilliantly	3	common_gap	yes
burger	3	common_gap	yes
buzzer	3	common_gap	yes
calf	3	common_gap	yes
catcher	3	common_gap	yes
checkout	3	common_gap	yes
cherish	3	common_gap	yes
chick	3	common_gap	yes
chime	3	common_gap	yes
chunk	3	common_gap	yes
classmate	3	common_gap	yes
cloudy	3	common_gap	yes
cock	3	common_gap	yes
coconut	3	common_gap	yes
companion	3	common_gap	yes
congratulate	3	common_gap	yes
cooperate	3	common_gap	yes
craft	3	common_gap	yes
creak	3	common_gap	yes
crouch	3	common_gap	yes
cuddly	3	common_gap	yes
dart	3	common_gap	yes
dash	3	common_gap	yes
dial	3	common_gap	yes
dining	3	common_gap	no
dock	3	common_gap	yes
dollhouse	3	common_gap	no
duckle	3	common_gap	no
encouraging	3	common_gap	yes
energize	3	common_gap	no
english	3	reclaimed	yes
faint	3	common_gap	yes
flicker	3	common_gap	yes
flips	3	common_gap	no
frosty	3	reclaimed	yes
gallop	3	common_gap	yes
gardener	3	common_gap	yes
glance	3	common_gap	yes
glare	3	common_gap	yes
glittery	3	common_gap	no
goodness	3	common_gap	yes
goody	3	common_gap	no
grasp	3	common_gap	yes
grip	3	common_gap	yes
harmony	3	common_gap	yes
heartbroken	3	common_gap	no
homeless	3	common_gap	yes
honeybee	3	common_gap	no
hoof	3	common_gap	yes
hoot	3	common_gap	yes
illuminate	3	common_gap	yes
insert	3	common_gap	yes
joyful	3	common_gap	yes
keen	3	common_gap	yes
leafy	3	common_gap	yes
leapt	3	common_gap	no
lever	3	common_gap	yes
lioness	3	common_gap	yes
lobby	3	common_gap	yes
loneliness	3	common_gap	yes
lunchtime	3	common_gap	no
maker	3	common_gap	yes
mat	3	common_gap	no
moonwalk	3	common_gap	no
mower	3	common_gap	no
muster	3	common_gap	yes
nicer	3	common_gap	no
nuzzle	3	common_gap	yes
obediently	3	common_gap	yes
obstacle	3	common_gap	yes
padlock	3	common_gap	no
parcel	3	common_gap	yes
persistence	3	common_gap	yes
playhouse	3	common_gap	no
pointy	3	common_gap	no
pony	3	common_gap	yes
porridge	3	common_gap	yes
pouch	3	common_gap	yes
prey	3	common_gap	yes
protector	3	common_gap	yes
pry	3	common_gap	yes
reappear	3	common_gap	yes
reflection	3	common_gap	yes
relic	3	common_gap	yes
resume	3	common_gap	yes
riverbank	3	common_gap	yes
rosy	3	common_gap	yes
rumor	3	common_gap	yes
saddle	3	common_gap	yes
scowl	3	common_gap	yes
seahorse	3	common_gap	yes
seesaw	3	common_gap	yes
sensation	3	common_gap	yes
shh	3	reclaimed	yes
shortly	3	common_gap	yes
shrank	3	common_gap	no
shuffle	3	reclaimed	yes
shyly	3	common_gap	no
sideways	3	common_gap	no
slam	3	reclaimed	yes
smoothie	3	common_gap	no
snarl	3	common_gap	no
sparrow	3	common_gap	yes
spat	3	common_gap	yes
squeak	3	common_gap	yes
stain	3	common_gap	yes
stairway	3	common_gap	no
stall	3	common_gap	yes
steer	3	common_gap	yes
storybook	3	common_gap	no
stubbornness	3	common_gap	yes
sturdy	3	common_gap	yes
surfboard	3	common_gap	yes
sweetly	3	common_gap	no
swell	3	common_gap	yes
tantrum	3	common_gap	no
teapot	3	common_gap	yes
teddie	3	common_gap	no
temptation	3	common_gap	yes
tickly	3	common_gap	no
tissue	3	common_gap	yes
tournament	3	common_gap	yes
trusty	3	common_gap	yes
undo	3	common_gap	yes
unicorn	3	common_gap	yes
unison	3	reclaimed	yes
unwell	3	common_gap	yes
useless	3	common_gap	yes
waddle	3	common_gap	yes
whoa	3	reclaimed	yes
whoop	3	common_gap	no
windowsill	3	common_gap	no
wobbly	3	common_gap	yes
workshop	3	common_gap	yes
wrinkle	3	common_gap	yes
yummy	3	common_gap	no
accurately	2	common_gap	yes
acrobat	2	common_gap	yes
ahhe	2	common_gap	no
alas	2	common_gap	yes
alien	2	common_gap	yes
amuse	2	common_gap	yes
anxiously	2	common_gap	yes
anyways	2	common_gap	no
appetite	2	common_gap	yes
arch	2	common_gap	yes
artwork	2	common_gap	yes
astound	2	common_gap	yes
atop	2	common_gap	no
awhile	2	common_gap	no
awkward	2	common_gap	yes
baa	2	reclaimed	yes
baffle	2	common_gap	yes
ballerina	2	reclaimed	yes
basin	2	common_gap	yes
beady	2	common_gap	no
beautifully	2	common_gap	yes
bid	2	common_gap	yes
binocular	2	common_gap	yes
birdseed	2	common_gap	no
blend	2	common_gap	yes
bless	2	reclaimed	yes
blob	2	common_gap	no
blonde	2	common_gap	yes
blossom	2	common_gap	yes
blur	2	common_gap	yes
blush	2	common_gap	yes
boar	2	common_gap	yes
boarding	2	common_gap	yes
boundary	2	common_gap	yes
breadcrumb	2	common_gap	yes
bristle	2	common_gap	yes
bruise	2	common_gap	yes
bubblegum	2	common_gap	no
bundle	2	common_gap	yes
buttery	2	common_gap	yes
campsite	2	common_gap	no
canyon	2	common_gap	yes
carefree	2	common_gap	no
carelessly	2	common_gap	yes
carton	2	common_gap	no
carve	2	common_gap	yes
cautious	2	common_gap	yes
chainsaw	2	common_gap	yes
chaos	2	common_gap	yes
cheerfully	2	common_gap	yes
chill	2	common_gap	yes
christmas	2	reclaimed	yes
cinema	2	common_gap	yes
claw	2	common_gap	yes
clipper	2	common_gap	yes
clung	2	common_gap	no
cob	2	common_gap	yes
cobra	2	common_gap	yes
cooperation	2	common_gap	yes
courageous	2	common_gap	yes
courtier	2	common_gap	yes
cozier	2	common_gap	no
crackle	2	common_gap	yes
cranny	2	common_gap	no
critter	2	common_gap	no
crocodile	2	common_gap	yes
crumble	2	common_gap	yes
daffodil	2	common_gap	yes
dandelion	2	common_gap	yes
daydream	2	common_gap	yes
desperately	2	common_gap	yes
disbelief	2	common_gap	yes
discourage	2	common_gap	yes
disobey	2	reclaimed	yes
doorbell	2	common_gap	no
doorstep	2	common_gap	no
drown	2	common_gap	yes
dryer	2	common_gap	yes
earring	2	common_gap	yes
errand	2	common_gap	yes
fascination	2	common_gap	yes
fate	2	common_gap	yes
flip	2	common_gap	yes
flipper	2	common_gap	no
fluff	2	common_gap	yes
flurry	2	common_gap	no
foam	2	common_gap	yes
fond	2	common_gap	yes
footstep	2	common_gap	no
forehead	2	common_gap	yes
forgiveness	2	common_gap	yes
fragrance	2	common_gap	yes
fright	2	common_gap	yes
frisbee	2	common_gap	yes
froze	2	common_gap	no
frustration	2	common_gap	yes
fulfill	2	common_gap	yes
gadget	2	common_gap	yes
generosity	2	common_gap	yes
gigantic	2	common_gap	yes
gleam	2	common_gap	yes
glide	2	common_gap	yes
glossy	2	common_gap	yes
golfer	2	common_gap	yes
grandkid	2	common_gap	no
grease	2	common_gap	yes
groan	2	common_gap	yes
gross	2	common_gap	yes
grouchy	2	common_gap	no
gut	2	common_gap	yes
hairdresser	2	common_gap	yes
haire	2	common_gap	no
heartbeat	2	common_gap	yes
hearty	2	common_gap	yes
heavenly	2	common_gap	yes
hesitation	2	common_gap	yes
hideaway	2	common_gap	no
hike	2	common_gap	no
honesty	2	reclaimed	yes
hotter	2	common_gap	no
hover	2	common_gap	yes
hurriedly	2	common_gap	yes
impatiently	2	common_gap	yes
inseparable	2	common_gap	yes
insistent	2	common_gap	yes
jellybean	2	common_gap	no
jingle	2	common_gap	yes
junkyard	2	common_gap	no
knights	2	common_gap	no
lace	2	common_gap	yes
lamb	2	reclaimed	yes
lawnmower	2	common_gap	no
learner	2	common_gap	yes
len	2	common_gap	no
librarian	2	common_gap	yes
lightly	2	common_gap	yes
lookout	2	common_gap	yes
lovingly	2	common_gap	yes
lullaby	2	common_gap	yes
lush	2	common_gap	no
ma'am	2	common_gap	no
mac	2	common_gap	no
mango	2	common_gap	yes
marking	2	common_gap	yes
mast	2	common_gap	yes
merry	2	common_gap	yes
midst	2	common_gap	no
mini	2	common_gap	no
misbehave	2	common_gap	yes
moonlight	2	common_gap	yes
mural	2	common_gap	yes
murky	2	common_gap	yes
musty	2	common_gap	yes
nearer	2	common_gap	no
nestle	2	common_gap	yes
nightlight	2	common_gap	no
nightstand	2	common_gap	no
nook	2	common_gap	yes
oblige	2	common_gap	yes
oily	2	common_gap	no
ooh	2	common_gap	no
organise	2	common_gap	no
organiser	2	common_gap	no
pad	2	common_gap	yes
pail	2	common_gap	yes
pant	2	common_gap	yes
peacefulness	2	common_gap	yes
peacock	2	common_gap	yes
persuasive	2	common_gap	yes
pickle	2	common_gap	yes
piggybank	2	common_gap	no
pity	2	common_gap	yes
plaster	2	common_gap	yes
ponder	2	common_gap	yes
popsicle	2	common_gap	no
pounce	2	common_gap	yes
prance	2	common_gap	yes
prick	2	common_gap	yes
pucker	2	common_gap	no
quicken	2	common_gap	yes
quiver	2	common_gap	yes
rack	2	common_gap	yes
reassuringly	2	common_gap	yes
rebuild	2	common_gap	yes
receptionist	2	common_gap	yes
recess	2	common_gap	yes
reckless	2	common_gap	yes
reflective	2	common_gap	yes
repairman	2	common_gap	yes
responsibly	2	common_gap	yes
restful	2	common_gap	no
retrieve	2	common_gap	yes
rinse	2	common_gap	yes
ritual	2	common_gap	yes
rotten	2	common_gap	yes
savor	2	common_gap	yes
scenery	2	common_gap	yes
scootere	2	common_gap	no
scratchy	2	common_gap	yes
sensor	2	common_gap	yes
shady	2	common_gap	yes
shortcut	2	common_gap	yes
sill	2	common_gap	yes
siren	2	common_gap	yes
sizzle	2	common_gap	no
sleeve	2	common_gap	yes
smear	2	common_gap	yes
smoothly	2	common_gap	yes
snore	2	common_gap	yes
snort	2	common_gap	yes
sobs	2	common_gap	no
softness	2	common_gap	yes
soothe	2	common_gap	yes
soundly	2	common_gap	no
souvenir	2	common_gap	yes
spank	2	common_gap	yes
speechless	2	common_gap	yes
splish	2	common_gap	no
spook	2	common_gap	no
squabble	2	common_gap	yes
starle	2	common_gap	no
stool	2	common_gap	yes
strap	2	common_gap	yes
strut	2	common_gap	yes
stung	2	common_gap	no
stutter	2	common_gap	yes
sugary	2	common_gap	no
surprisingly	2	common_gap	no
suspicious	2	common_gap	yes
swallow	2	common_gap	yes
swap	2	common_gap	yes
swat	2	common_gap	no
sweat	2	common_gap	yes
sweaty	2	common_gap	yes
swimmer	2	common_gap	yes
swipe	2	common_gap	no
swirls	2	common_gap	no
swollen	2	common_gap	yes
tar	2	common_gap	yes
teamwork	2	common_gap	no
tense	2	common_gap	yes
tentacle	2	common_gap	yes
terribly	2	common_gap	yes
thankfully	2	common_gap	yes
thoughtfulness	2	common_gap	yes
tighten	2	common_gap	yes
tilt	2	common_gap	yes
timid	2	common_gap	yes
tirelessly	2	common_gap	yes
tocke	2	common_gap	no
toed	2	common_gap	no
toolbox	2	common_gap	yes
trading	2	common_gap	yes
trim	2	common_gap	yes
trouser	2	common_gap	no
trudge	2	common_gap	no
trustworthy	2	common_gap	yes
twinkly	2	common_gap	no
twirls	2	common_gap	no
ungrateful	2	common_gap	yes
unroll	2	common_gap	yes
unwanted	2	common_gap	yes
unwrap	2	common_gap	yes
victorious	2	common_gap	yes
waggle	2	common_gap	yes
watchful	2	common_gap	yes
waterfall	2	reclaimed	yes
webcam	2	common_gap	yes
weightless	2	common_gap	yes
whilst	2	common_gap	yes
whine	2	common_gap	yes
whir	2	common_gap	yes
whirlpool	2	common_gap	yes
whisk	2	common_gap	yes
whispering	2	common_gap	yes
windier	2	common_gap	no
wisely	2	common_gap	yes
woodpecker	2	common_gap	yes
x.	2	common_gap	no
$	1	common_gap	no
'bout	1	common_gap	no
abide	1	common_gap	yes
aboard	1	common_gap	yes
achy	1	common_gap	yes
admiringly	1	common_gap	yes
adventuresome	1	common_gap	yes
afloat	1	common_gap	yes
ajar	1	common_gap	yes
alleyways	1	common_gap	no
allowance	1	common_gap	yes
alphabet	1	common_gap	yes
amazingly	1	reclaimed	yes
amiss	1	common_gap	yes
ancestor	1	common_gap	yes
andjim	1	common_gap	no
antic	1	common_gap	yes
anything-	1	common_gap	no
apologizer	1	common_gap	no
apology	1	common_gap	yes
applause	1	common_gap	yes
appreciative	1	common_gap	yes
aquarium	1	common_gap	yes
archer	1	common_gap	yes
archery	1	common_gap	yes
arctic	1	reclaimed	yes
assemble	1	common_gap	yes
assure	1	common_gap	yes
automobile	1	common_gap	yes
autumn	1	common_gap	yes
await	1	common_gap	yes
awely	1	common_gap	no
awestruck	1	common_gap	no
baaed	1	common_gap	no
babysitter	1	common_gap	yes
"back,""be"	1	common_gap	no
bail	1	common_gap	yes
bait	1	reclaimed	yes
balancer	1	common_gap	no
barnyard	1	common_gap	yes
beachs	1	common_gap	no
bearable	1	common_gap	yes
bedspread	1	common_gap	no
behold	1	common_gap	yes
bendy	1	common_gap	no
beneficial	1	common_gap	yes
bicker	1	common_gap	yes
bicyle	1	common_gap	no
bin-	1	common_gap	no
birdsong	1	common_gap	no
biscuit	1	common_gap	yes
blackbird	1	common_gap	yes
blessing	1	common_gap	yes
boastful	1	common_gap	yes
bob	1	common_gap	no
bobbed	1	common_gap	no
bold	1	common_gap	yes
bond-	1	common_gap	no
boredom	1	common_gap	yes
bouquet	1	common_gap	yes
brag	1	common_gap	yes
brainstorm	1	common_gap	no
brass	1	common_gap	yes
bravado	1	common_gap	no
bray	1	common_gap	yes
breakthrough	1	common_gap	yes
brew	1	common_gap	yes
brigade	1	common_gap	yes
broomstick	1	common_gap	yes
brownish	1	common_gap	yes
browse	1	common_gap	yes
buck	1	common_gap	yes
burp	1	common_gap	yes
busily	1	common_gap	no
cackle	1	common_gap	yes
calmness	1	common_gap	yes
calmyou	1	common_gap	no
camper	1	common_gap	yes
canoe	1	common_gap	yes
caramel	1	reclaimed	yes
careen	1	common_gap	no
caretaker	1	common_gap	yes
cartwheel	1	common_gap	no
catchy	1	common_gap	no
char	1	common_gap	yes
charmy	1	common_gap	no
chatty	1	common_gap	no
checkup	1	common_gap	no
cheery	1	common_gap	no
chin	1	common_gap	yes
chocolaty	1	common_gap	no
choke	1	common_gap	yes
chomp	1	common_gap	no
choppy	1	common_gap	no
chord	1	common_gap	yes
chorus	1	common_gap	yes
churn	1	common_gap	yes
clam	1	common_gap	yes
clamber	1	common_gap	yes
classwork	1	common_gap	no
cleaner	1	common_gap	no
cleanly	1	common_gap	no
cleansing	1	common_gap	no
cleverer	1	common_gap	no
cleverly	1	common_gap	yes
clingin	1	common_gap	no
clink	1	common_gap	yes
clip	1	common_gap	yes
clothesline	1	common_gap	yes
cloudless	1	common_gap	yes
clumsily	1	common_gap	yes
cluttered	1	common_gap	no
cocoon	1	common_gap	yes
coil	1	common_gap	yes
colder	1	common_gap	no
collaboration	1	common_gap	yes
collage	1	common_gap	yes
colony	1	common_gap	yes
commotion	1	common_gap	yes
como	1	common_gap	no
companionable	1	common_gap	no
compartment	1	common_gap	yes
compromise	1	common_gap	yes
conductor	1	common_gap	yes
congratulation	1	reclaimed	yes
considerate	1	common_gap	yes
console	1	common_gap	yes
contagious	1	common_gap	yes
contentedly	1	common_gap	no
conveyor	1	common_gap	no
cooktop	1	common_gap	no
coop	1	common_gap	yes
corridor	1	common_gap	yes
courageously	1	common_gap	yes
courteous	1	common_gap	yes
courtyard	1	common_gap	yes
crawly	1	common_gap	no
crossly	1	common_gap	no
cruelly	1	common_gap	yes
crumple	1	common_gap	yes
crush	1	common_gap	yes
cub	1	common_gap	yes
"cub---""be"	1	common_gap	no
cucumber	1	common_gap	yes
culprit	1	common_gap	yes
cutter	1	common_gap	yes
damp	1	common_gap	yes
dangle	1	common_gap	yes
de	1	common_gap	no
deader	1	common_gap	no
dearly	1	common_gap	no
deed	1	common_gap	yes
delicately	1	common_gap	yes
delightful	1	common_gap	yes
descend	1	common_gap	yes
destruction	1	common_gap	yes
detour	1	common_gap	yes
different--	1	common_gap	no
dinnertime	1	common_gap	no
dinos	1	common_gap	no
dipping	1	common_gap	no
disagreeable	1	common_gap	no
disagreement	1	common_gap	yes
disapointe	1	common_gap	no
discomfort	1	common_gap	yes
disguise	1	common_gap	yes
disintegrate	1	common_gap	yes
disobedient	1	common_gap	yes
disrespectful	1	common_gap	yes
disrupt	1	common_gap	yes
distract	1	common_gap	yes
distressed	1	common_gap	yes
ditch	1	common_gap	yes
dizziness	1	common_gap	yes
doe	1	common_gap	yes
dollop	1	common_gap	no
doom	1	common_gap	yes
doormat	1	common_gap	yes
doughnut	1	common_gap	yes
downstream	1	common_gap	yes
dreamland	1	reclaimed	yes
drench	1	common_gap	yes
drill	1	common_gap	yes
drool	1	common_gap	no
droop	1	common_gap	yes
drummer	1	common_gap	yes
e	1	common_gap	yes
eachother	1	common_gap	no
easel	1	common_gap	yes
ecstatic	1	common_gap	yes
eerie	1	common_gap	yes
eh	1	reclaimed	yes
elbow	1	common_gap	yes
elegant	1	common_gap	yes
embarrass	1	common_gap	yes
embrace	1	common_gap	yes
empower	1	common_gap	yes
enchant	1	common_gap	yes
enclosure	1	common_gap	yes
encouragement	1	common_gap	yes
encouragingly	1	common_gap	no
endless	1	common_gap	yes
endlessly	1	common_gap	yes
enforce	1	common_gap	no
enthral	1	common_gap	no
enthusiastically	1	common_gap	yes
esta	1	common_gap	no
etc	1	common_gap	yes
eventhough	1	common_gap	no
exception	1	common_gap	yes
excessive	1	reclaimed	yes
excite	1	common_gap	yes
extravagance	1	common_gap	yes
eyebrow	1	common_gap	yes
eyeshadow	1	common_gap	no
farth	1	common_gap	no
fawn	1	common_gap	yes
fearless	1	common_gap	yes
festive	1	common_gap	yes
fidget	1	common_gap	yes
fighter	1	common_gap	yes
filling	1	common_gap	yes
finder	1	common_gap	yes
firewood	1	common_gap	yes
fleck	1	common_gap	no
flee	1	common_gap	yes
fleeting	1	common_gap	yes
flex	1	common_gap	yes
flick	1	common_gap	no
flier	1	common_gap	yes
flit	1	common_gap	yes
flowerbe	1	common_gap	no
flowerpot	1	common_gap	yes
fondness	1	common_gap	yes
fool	1	common_gap	yes
foolishness	1	common_gap	yes
forgetful	1	common_gap	yes
fortress	1	common_gap	yes
fortunate	1	common_gap	yes
forwards	1	common_gap	no
freely	1	common_gap	yes
freshly	1	common_gap	yes
frilly	1	common_gap	no
fulfil	1	common_gap	no
fumble	1	common_gap	yes
funeral	1	common_gap	yes
funn	1	common_gap	no
funniest	1	common_gap	no
furthest	1	common_gap	no
fuzzier	1	common_gap	no
galore	1	common_gap	yes
genius	1	common_gap	yes
gentlly	1	common_gap	no
glacier	1	common_gap	yes
gliding	1	common_gap	yes
glimpse	1	common_gap	yes
glint	1	common_gap	no
gloom	1	common_gap	yes
gluing	1	common_gap	no
goggle	1	common_gap	no
gooey	1	common_gap	no
gown	1	common_gap	yes
gratefully	1	common_gap	yes
griddle	1	common_gap	no
grimy	1	common_gap	no
gruff	1	common_gap	yes
grumpiest	1	common_gap	no
guffaw	1	common_gap	yes
guilt	1	common_gap	yes
guiltily	1	common_gap	yes
gunshot	1	common_gap	yes
hairstyle	1	common_gap	no
halfway	1	common_gap	yes
hamburger	1	common_gap	yes
happenne	1	common_gap	no
hardwork	1	common_gap	no
harness	1	common_gap	yes
heap	1	common_gap	yes
hearte	1	common_gap	no
heater	1	common_gap	yes
hedgewit	1	common_gap	no
helpamy	1	common_gap	no
hesitantly	1	common_gap	yes
hilarious	1	common_gap	no
hilltop	1	common_gap	no
him-	1	common_gap	no
hippos	1	common_gap	yes
hoist	1	common_gap	yes
homemade	1	common_gap	no
homeward	1	common_gap	no
honestly	1	common_gap	yes
honeycomb	1	common_gap	yes
honorary	1	common_gap	yes
hopefully	1	common_gap	yes
hosepipe	1	common_gap	no
howl	1	common_gap	yes
huff	1	common_gap	no
humbly	1	common_gap	yes
hunker	1	common_gap	no
hurray	1	reclaimed	yes
iceberg	1	common_gap	yes
icky	1	common_gap	no
identical	1	common_gap	yes
ignition	1	common_gap	yes
ignorance	1	reclaimed	yes
imaginable	1	common_gap	yes
imaginative	1	common_gap	yes
impatience	1	common_gap	yes
independently	1	common_gap	yes
inevitable	1	common_gap	yes
inevitably	1	common_gap	no
infect	1	common_gap	yes
infectious	1	common_gap	yes
injection	1	common_gap	yes
inquire	1	common_gap	yes
inscribe	1	common_gap	yes
inseperable	1	common_gap	no
inspection	1	common_gap	yes
instant	1	common_gap	yes
instinctively	1	reclaimed	yes
intensely	1	common_gap	yes
intruder	1	common_gap	yes
jabbed	1	common_gap	no
jaw	1	common_gap	yes
jealousy	1	common_gap	yes
jig	1	common_gap	yes
jiggle	1	common_gap	no
jiggly	1	common_gap	no
jigsaw	1	common_gap	yes
joyous	1	common_gap	yes
joystick	1	common_gap	yes
judgement	1	common_gap	no
jumble	1	common_gap	yes
justo	1	common_gap	no
kayaker	1	common_gap	no
keepsake	1	common_gap	yes
kernel	1	common_gap	yes
keyhole	1	common_gap	yes
knowledgeable	1	common_gap	no
lavish	1	common_gap	yes
laze	1	common_gap	no
ledge	1	common_gap	no
leftover	1	common_gap	no
lesson-	1	common_gap	no
lifetime	1	common_gap	yes
lipstick	1	common_gap	yes
litter	1	common_gap	yes
littler	1	common_gap	no
litttle	1	common_gap	no
loaf	1	common_gap	yes
locker	1	common_gap	no
lolly	1	common_gap	no
longing	1	common_gap	yes
loudness	1	common_gap	yes
loudspeaker	1	common_gap	yes
lounge	1	common_gap	yes
lovable	1	common_gap	yes
loyalty	1	common_gap	yes
lump	1	common_gap	yes
lunchbox	1	common_gap	no
lurk	1	common_gap	yes
luxurious	1	common_gap	yes
machinery	1	common_gap	yes
madder	1	common_gap	yes
magcally	1	common_gap	no
magnificent	1	common_gap	yes
magnify	1	common_gap	yes
magpie	1	common_gap	yes
majestic	1	common_gap	yes
mandala	1	common_gap	yes
marketplace	1	common_gap	yes
matey	1	common_gap	no
meander	1	common_gap	yes
meatball	1	common_gap	no
melodious	1	common_gap	yes
mend	1	common_gap	yes
mesmerise	1	common_gap	no
mew	1	common_gap	yes
mewing	1	common_gap	no
microwave	1	common_gap	yes
mightier	1	common_gap	no
mindful	1	common_gap	yes
miraculously	1	reclaimed	yes
misery	1	common_gap	yes
moan	1	common_gap	yes
moat	1	common_gap	yes
mock	1	common_gap	yes
modesty	1	reclaimed	yes
mold	1	common_gap	yes
"mother,""can"	1	common_gap	no
motionless	1	common_gap	yes
mound	1	common_gap	yes
mountainside	1	common_gap	yes
mourn	1	common_gap	yes
mover	1	reclaimed	yes
multi	1	common_gap	no
mumble	1	common_gap	yes
mutter	1	common_gap	yes
naptime	1	common_gap	no
navigate	1	common_gap	yes
needel	1	common_gap	no
neglect	1	common_gap	yes
nephew	1	common_gap	yes
newly	1	common_gap	yes
nickname	1	common_gap	yes
niece	1	common_gap	yes
nighttime	1	common_gap	no
nonsense	1	common_gap	yes
nudge	1	common_gap	yes
nugget	1	common_gap	no
o'clock	1	common_gap	no
oar	1	common_gap	yes
obedience	1	common_gap	yes
observant	1	common_gap	yes
odor	1	common_gap	yes
offering	1	common_gap	yes
officially	1	common_gap	yes
oink	1	common_gap	no
operas	1	common_gap	no
operator	1	common_gap	yes
opportunistic	1	common_gap	no
optimistic	1	common_gap	yes
ounce	1	common_gap	yes
outrun	1	common_gap	yes
outsider	1	common_gap	yes
outsite	1	common_gap	no
outsmart	1	common_gap	yes
outstretche	1	common_gap	no
overcame	1	common_gap	no
overhear	1	common_gap	yes
overnight	1	common_gap	yes
overwhelm	1	common_gap	yes
packet	1	common_gap	yes
pal	1	common_gap	yes
par	1	common_gap	yes
